Number of DTs,Number of Campuses,Number of Precincts,Number of Buildings,Number of Data Points,Total Time Taken,DT Response Time Taken,Visualisation Time Taken,Total RAM Usage (MB),Total RAM Usage (%),CPU Usage (%)
1,0,0,1,16,4486,4483,3,2422,3.711934328,10.72817612
1,0,0,1,17,4701,4698,3,2423,3.713466883,12.31695461
1,0,0,1,18,4286,4283,3,2425,3.716531992,13.00486374
1,0,0,1,19,4526,4523,3,2425,3.716531992,10.83688259
1,0,0,1,20,4424,4421,3,2426,3.718064547,11.15774918
1,0,0,1,21,5184,5181,3,2436,3.73339057,10.33729076
1,0,0,1,22,4535,4531,3,2436,3.73339057,13.03032207
1,0,0,1,23,4799,4795,4,2439,3.737988234,10.18039513
1,0,0,1,24,4702,4698,4,2451,3.756379366,11.4174242
1,0,0,1,25,5098,5094,4,2448,3.751781702,11.26161861
1,0,0,1,26,5108,5104,4,2443,3.74411869,10.11637115
1,0,0,1,27,6028,6024,4,2441,3.741053581,9.562384605
1,0,0,1,28,5381,5377,4,2446,3.748716354,11.97011471
1,0,0,1,29,6073,6068,4,2448,3.751781702,13.55849075
1,0,0,1,30,5637,5632,4,2447,3.750249147,11.25073624
